ID;FROM;TO;WEEK-DAY;HOUR;PRICE;TYPE
2274;Parque Presidente Vargas;Aldeota;5;21;30.84;3
2275;Genibaú;Mucuripe;5;13;25.07;3
2276;Genibaú;Mucuripe;1;0;31.76;3
2277;Genibaú;Mucuripe;4;10;26.18;3
2278;Genibaú;Mucuripe;5;15;22.81;3
2279;Siqueira;Aldeota;3;10;27.96;3
2280;Siqueira;Meireles;5;8;31.82;3
2281;Genibaú;Dionísio Torres;6;18;35.77;3
2282;Parque Presidente Vargas;Aldeota;5;9;30.09;3
2283;Parque Presidente Vargas;Dionísio Torres;6;19;30.36;3
2284;Parque Presidente Vargas;Dionísio Torres;2;12;34.22;3
2285;Canindezinho;Meireles;7;21;30.46;3
2286;Canindezinho;Dionísio Torres;7;15;27.54;3
2287;Canindezinho;Aldeota;6;7;28.15;3
2288;Parque Presidente Vargas;Aldeota;3;12;35.05;3
2289;Genibaú;Meireles;1;0;24.01;3
2290;Parque Presidente Vargas;Aldeota;1;2;32.48;3
2291;Genibaú;Dionísio Torres;3;17;24.16;3
2292;Canindezinho;Mucuripe;7;18;32.57;3
2293;Siqueira;Meireles;5;12;31.2;3
2294;Siqueira;Dionísio Torres;1;0;25.75;3
2295;Genibaú;Dionísio Torres;4;3;24.73;3
2296;Genibaú;Meireles;5;18;30.7;3
2297;Genibaú;Mucuripe;4;22;29.55;3
2298;Canindezinho;Meireles;3;18;30.14;3
2299;Parque Presidente Vargas;Meireles;1;7;30.44;3
2300;Genibaú;Meireles;2;12;24.46;3
2301;Canindezinho;Mucuripe;3;11;27.52;3
2302;Canindezinho;Mucuripe;4;12;25.26;3
2303;Canindezinho;Dionísio Torres;3;19;33.57;3
2304;Siqueira;Aldeota;6;19;32.05;3
2305;Siqueira;Aldeota;6;9;30.91;3
2306;Genibaú;Mucuripe;7;16;29.41;3
2307;Siqueira;Mucuripe;3;11;30.38;3
2308;Canindezinho;Mucuripe;5;22;30.04;3
2309;Parque Presidente Vargas;Mucuripe;3;19;35.4;3
2310;Genibaú;Mucuripe;2;12;33.41;3
2311;Parque Presidente Vargas;Dionísio Torres;5;24;33.07;3
2312;Canindezinho;Meireles;4;22;30.32;3
2313;Canindezinho;Mucuripe;3;7;36.85;3
2314;Parque Presidente Vargas;Meireles;4;9;32.04;3
2315;Canindezinho;Mucuripe;7;20;27.37;3
2316;Genibaú;Dionísio Torres;3;19;26.67;3
2317;Parque Presidente Vargas;Meireles;4;10;22.46;3
2318;Parque Presidente Vargas;Aldeota;2;12;30.69;3
2319;Canindezinho;Dionísio Torres;1;23;32.48;3
2320;Genibaú;Mucuripe;3;20;24.59;3
2321;Siqueira;Dionísio Torres;5;8;26.24;3
2322;Siqueira;Meireles;1;3;27.5;3
2323;Siqueira;Meireles;6;24;26;3
2324;Parque Presidente Vargas;Aldeota;4;23;31.18;3
2325;Genibaú;Mucuripe;4;18;31.2;3
2326;Genibaú;Aldeota;7;21;25.59;3
2327;Canindezinho;Aldeota;7;10;29.14;3
2328;Canindezinho;Meireles;5;8;34.63;3
2329;Siqueira;Mucuripe;3;13;26.72;3
2330;Genibaú;Mucuripe;5;6;32.1;3
2331;Canindezinho;Aldeota;2;20;30.76;3
2332;Genibaú;Mucuripe;2;20;21.56;3
2333;Siqueira;Dionísio Torres;6;17;26.31;3
2334;Parque Presidente Vargas;Aldeota;7;0;29.48;3
2335;Parque Presidente Vargas;Meireles;6;21;28.83;3
2336;Canindezinho;Meireles;1;8;24.98;3
2337;Genibaú;Aldeota;6;17;27.21;3
2338;Genibaú;Mucuripe;7;20;23.72;3
2339;Siqueira;Dionísio Torres;7;19;35.02;3
2340;Parque Presidente Vargas;Meireles;7;6;31.86;3
2341;Canindezinho;Meireles;2;20;24.37;3
2342;Siqueira;Mucuripe;1;21;22.04;3
2343;Canindezinho;Dionísio Torres;5;7;28.65;3
2344;Genibaú;Mucuripe;3;13;23.63;3
2345;Parque Presidente Vargas;Aldeota;4;7;29.76;3
2346;Parque Presidente Vargas;Dionísio Torres;3;18;26.06;3
2347;Canindezinho;Mucuripe;3;21;28.12;3
2348;Parque Presidente Vargas;Aldeota;7;20;32.46;3
2349;Siqueira;Mucuripe;3;11;32.92;3
2350;Siqueira;Mucuripe;5;12;25.52;3
2351;Genibaú;Meireles;7;4;20.71;3
2352;Genibaú;Meireles;7;11;26.94;3
2353;Parque Presidente Vargas;Meireles;7;17;27.84;3
2354;Genibaú;Mucuripe;4;17;30.89;3
2355;Genibaú;Meireles;3;12;30.74;3
2356;Siqueira;Dionísio Torres;6;20;31.79;3
2357;Canindezinho;Meireles;1;22;27.12;3
2358;Genibaú;Meireles;1;13;30.44;3
2359;Parque Presidente Vargas;Mucuripe;4;14;32.9;3
2360;Canindezinho;Aldeota;4;8;31.12;3
2361;Siqueira;Meireles;1;3;27.64;3
2362;Siqueira;Dionísio Torres;3;22;26.64;3
2363;Parque Presidente Vargas;Mucuripe;7;8;27.95;3
2364;Genibaú;Dionísio Torres;4;14;28.53;3
2365;Genibaú;Mucuripe;5;18;29.09;3
2366;Parque Presidente Vargas;Meireles;4;12;34.36;3
2367;Genibaú;Meireles;1;19;34.81;3
2368;Canindezinho;Aldeota;5;20;25.38;3
2369;Parque Presidente Vargas;Dionísio Torres;7;19;27.67;3
2370;Parque Presidente Vargas;Aldeota;6;14;35.23;3
2371;Canindezinho;Meireles;1;24;24.09;3
2372;Genibaú;Mucuripe;7;21;24.29;3
2373;Siqueira;Meireles;6;14;25.45;3
2374;Siqueira;Mucuripe;2;20;23.61;3
2375;Parque Presidente Vargas;Meireles;5;7;33.23;3
2376;Siqueira;Meireles;5;8;35.87;3
2377;Siqueira;Mucuripe;4;10;31.66;3
2378;Genibaú;Mucuripe;5;18;36.26;3
2379;Siqueira;Aldeota;6;18;33.27;3
2380;Genibaú;Mucuripe;3;20;31.19;3
2381;Siqueira;Meireles;6;10;22.94;3
2382;Parque Presidente Vargas;Dionísio Torres;3;10;32.09;3
2383;Siqueira;Mucuripe;7;22;27.46;3
2384;Canindezinho;Mucuripe;3;12;22.84;3
2385;Parque Presidente Vargas;Mucuripe;2;14;31.54;3
2386;Canindezinho;Dionísio Torres;7;0;23.47;3
2387;Siqueira;Aldeota;6;8;32.86;3
2388;Siqueira;Aldeota;1;5;26.64;3
2389;Canindezinho;Meireles;1;19;29.54;3
2390;Genibaú;Dionísio Torres;1;11;27.44;3
2391;Genibaú;Dionísio Torres;3;12;25.3;3
2392;Parque Presidente Vargas;Dionísio Torres;1;22;28.59;3
2393;Canindezinho;Meireles;3;20;21.88;3
2394;Siqueira;Dionísio Torres;7;22;23.25;3
2395;Siqueira;Dionísio Torres;5;8;25.6;3
2396;Genibaú;Aldeota;7;16;27.99;3
2397;Canindezinho;Dionísio Torres;2;10;22.46;3
2398;Siqueira;Aldeota;7;17;27.03;3
2399;Genibaú;Mucuripe;3;12;34.29;3
2400;Parque Presidente Vargas;Meireles;1;14;28.43;3
2401;Canindezinho;Meireles;3;17;27.66;3
2402;Siqueira;Aldeota;4;12;34.8;3
2403;Parque Presidente Vargas;Aldeota;4;14;27.97;3
2404;Canindezinho;Dionísio Torres;1;0;27.23;3
2405;Siqueira;Mucuripe;1;21;22.48;3
2406;Siqueira;Dionísio Torres;7;22;24.88;3
2407;Canindezinho;Mucuripe;4;21;25.04;3
2408;Parque Presidente Vargas;Dionísio Torres;1;23;27.29;3
2409;Siqueira;Meireles;1;13;27.78;3
2410;Genibaú;Mucuripe;2;5;33.82;3
2411;Canindezinho;Dionísio Torres;1;20;31.06;3
2412;Parque Presidente Vargas;Aldeota;1;7;31.08;3
2413;Canindezinho;Aldeota;6;13;22.49;3
2414;Genibaú;Dionísio Torres;7;14;24.34;3
2415;Siqueira;Mucuripe;7;10;29.59;3
2416;Canindezinho;Dionísio Torres;2;22;30.46;3
2417;Genibaú;Mucuripe;2;7;31.69;3
2418;Parque Presidente Vargas;Dionísio Torres;5;10;27.54;3
2419;Genibaú;Mucuripe;3;21;23.89;3
2420;Genibaú;Aldeota;5;11;27.36;3
2421;Canindezinho;Dionísio Torres;7;21;32.67;3
2422;Canindezinho;Mucuripe;6;22;23.63;3
2423;Siqueira;Mucuripe;5;13;35.67;3
2424;Parque Presidente Vargas;Aldeota;7;1;32.67;3
2425;Canindezinho;Dionísio Torres;6;13;31.36;3
2426;Genibaú;Dionísio Torres;1;12;29.46;3
2427;Parque Presidente Vargas;Mucuripe;6;17;34.43;3
2428;Parque Presidente Vargas;Mucuripe;1;18;24.79;3
2429;Siqueira;Aldeota;6;12;27.27;3
2430;Genibaú;Meireles;3;21;31.32;3
2431;Genibaú;Meireles;1;10;27.57;3
2432;Genibaú;Aldeota;2;13;24.41;3
2433;Parque Presidente Vargas;Dionísio Torres;2;11;33.5;3
2434;Genibaú;Mucuripe;1;20;27.51;3
2435;Siqueira;Aldeota;1;14;29.08;3
2436;Parque Presidente Vargas;Dionísio Torres;3;14;33.27;3
2437;Canindezinho;Dionísio Torres;6;12;22.42;3
2438;Parque Presidente Vargas;Dionísio Torres;3;18;28.46;3
2439;Genibaú;Meireles;6;18;25.21;3
2440;Siqueira;Mucuripe;7;16;24.89;3
2441;Canindezinho;Meireles;6;24;26;3
2442;Canindezinho;Meireles;6;14;23.55;3
2443;Canindezinho;Dionísio Torres;3;14;22.86;3
2444;Canindezinho;Meireles;5;7;29.94;3
2445;Parque Presidente Vargas;Aldeota;4;16;33.94;3
2446;Siqueira;Aldeota;3;15;23.56;3
2447;Parque Presidente Vargas;Mucuripe;7;13;34.49;3
2448;Parque Presidente Vargas;Meireles;5;8;29.13;3
2449;Genibaú;Mucuripe;6;19;35.16;3
2450;Genibaú;Meireles;2;13;22.66;3
2451;Siqueira;Meireles;7;23;31.04;3
2452;Siqueira;Meireles;5;10;24.39;3
2453;Genibaú;Meireles;3;10;25.18;3
2454;Canindezinho;Meireles;6;18;31.41;3
2455;Parque Presidente Vargas;Meireles;6;10;29.52;3
2456;Siqueira;Aldeota;5;14;23.72;3
2457;Canindezinho;Aldeota;7;20;30.32;3
2458;Genibaú;Aldeota;7;22;21.44;3
2459;Canindezinho;Mucuripe;4;14;35.14;3
2460;Canindezinho;Mucuripe;1;6;26.81;3
2461;Parque Presidente Vargas;Aldeota;1;0;28.52;3
2462;Canindezinho;Dionísio Torres;4;20;30.21;3
2463;Canindezinho;Aldeota;7;18;30.26;3
2464;Canindezinho;Meireles;7;2;20.69;3
2465;Siqueira;Dionísio Torres;1;13;32.8;3
2466;Siqueira;Mucuripe;5;11;33.59;3
2467;Siqueira;Meireles;1;20;32.17;3
2468;Siqueira;Dionísio Torres;6;18;26.31;3
2469;Parque Presidente Vargas;Aldeota;5;22;23.13;3
2470;Genibaú;Aldeota;3;10;28.78;3
2471;Parque Presidente Vargas;Meireles;4;13;35.49;3
2472;Canindezinho;Aldeota;2;19;30.4;3
2473;Siqueira;Meireles;7;2;28.49;3
2474;Siqueira;Dionísio Torres;7;10;29.37;3
2475;Genibaú;Mucuripe;3;16;29.42;3
2476;Canindezinho;Meireles;4;20;28.62;3
2477;Parque Presidente Vargas;Aldeota;5;18;32.76;3
2478;Genibaú;Aldeota;3;18;27.43;3
2479;Canindezinho;Aldeota;1;6;31.83;3
2480;Parque Presidente Vargas;Aldeota;7;12;29.14;3
2481;Siqueira;Dionísio Torres;1;22;28.8;3
2482;Canindezinho;Mucuripe;6;9;32.42;3
2483;Canindezinho;Aldeota;6;17;32.61;3
2484;Siqueira;Meireles;7;3;23.78;3
2485;Siqueira;Meireles;6;10;31.53;3
2486;Genibaú;Meireles;7;4;32.39;3
2487;Parque Presidente Vargas;Mucuripe;4;11;23.52;3
2488;Parque Presidente Vargas;Dionísio Torres;6;18;29.4;3
2489;Siqueira;Mucuripe;4;17;35.82;3
2490;Genibaú;Aldeota;5;7;28.17;3
2491;Canindezinho;Mucuripe;4;22;25.03;3
2492;Canindezinho;Aldeota;3;20;27.55;3
2493;Siqueira;Mucuripe;7;17;31.04;3
2494;Genibaú;Meireles;7;7;32.53;3
2495;Canindezinho;Mucuripe;4;23;22.91;3
2496;Siqueira;Dionísio Torres;6;10;33.51;3
2497;Siqueira;Meireles;7;22;25.43;3
2498;Genibaú;Aldeota;3;13;33.5;3
2499;Genibaú;Mucuripe;7;19;36.38;3
2500;Canindezinho;Meireles;5;10;31;3
2501;Canindezinho;Meireles;4;14;26.43;3
2502;Siqueira;Aldeota;5;19;28.9;3
2503;Canindezinho;Dionísio Torres;2;11;35.06;3
2504;Parque Presidente Vargas;Meireles;7;24;26.17;3
2505;Parque Presidente Vargas;Mucuripe;6;24;35.32;3
2506;Canindezinho;Dionísio Torres;7;18;31.45;3
2507;Siqueira;Mucuripe;6;14;28.96;3
2508;Genibaú;Meireles;2;11;24.66;3
2509;Genibaú;Meireles;6;21;25.72;3
2510;Canindezinho;Meireles;1;0;22.86;3
2511;Parque Presidente Vargas;Mucuripe;1;21;21.18;3
2512;Canindezinho;Dionísio Torres;3;11;30.98;3
2513;Genibaú;Meireles;4;11;33.61;3
2514;Siqueira;Meireles;6;12;22.38;3
2515;Canindezinho;Mucuripe;7;23;21.68;3
2516;Siqueira;Aldeota;3;10;30.76;3
2517;Parque Presidente Vargas;Aldeota;7;19;26.1;3
2518;Genibaú;Aldeota;7;7;26.01;3
2519;Canindezinho;Dionísio Torres;6;22;21.4;3
2520;Canindezinho;Dionísio Torres;7;13;24.12;3
2521;Canindezinho;Mucuripe;7;13;27.73;3
2522;Siqueira;Meireles;5;12;33.18;3
2523;Genibaú;Aldeota;5;17;34.73;3
2524;Siqueira;Aldeota;4;17;30.8;3
2525;Genibaú;Meireles;5;12;33.6;3
2526;Parque Presidente Vargas;Dionísio Torres;5;14;33.72;3
2527;Siqueira;Dionísio Torres;7;17;32.28;3
2528;Parque Presidente Vargas;Dionísio Torres;6;10;25.63;3
2529;Parque Presidente Vargas;Aldeota;6;24;30.81;3
2530;Siqueira;Aldeota;1;9;28.59;3
2531;Siqueira;Dionísio Torres;1;15;32.63;3
2532;Canindezinho;Aldeota;7;6;21.35;3
2533;Canindezinho;Aldeota;6;22;22.05;3
2534;Genibaú;Mucuripe;1;24;26.65;3
2535;Siqueira;Dionísio Torres;5;7;24.47;3
2536;Siqueira;Meireles;7;12;28.44;3
2537;Parque Presidente Vargas;Meireles;6;8;30.54;3
2538;Canindezinho;Meireles;1;6;33.37;3
2539;Canindezinho;Aldeota;1;2;31.94;3
2540;Siqueira;Dionísio Torres;6;11;30.32;3
2541;Parque Presidente Vargas;Meireles;6;10;28.26;3
2542;Genibaú;Dionísio Torres;3;12;23.19;3
2543;Genibaú;Meireles;1;22;33.46;3
2544;Siqueira;Meireles;5;10;23.15;3
2545;Genibaú;Mucuripe;1;21;27.15;3
2546;Siqueira;Meireles;5;13;23.14;3
2547;Parque Presidente Vargas;Dionísio Torres;6;12;33.16;3
2548;Genibaú;Aldeota;1;13;25.77;3
2549;Siqueira;Mucuripe;6;18;25.64;3
2550;Genibaú;Mucuripe;4;20;29.07;3
2551;Canindezinho;Meireles;6;13;27.11;3
2552;Parque Presidente Vargas;Meireles;5;19;37.05;3
2553;Parque Presidente Vargas;Dionísio Torres;6;16;32.68;3
2554;Siqueira;Meireles;1;1;22.15;3
2555;Genibaú;Dionísio Torres;5;7;33.31;3
2556;Canindezinho;Aldeota;3;13;23.81;3
2557;Genibaú;Dionísio Torres;5;10;29.98;3
2558;Siqueira;Aldeota;7;12;34.32;3
2559;Parque Presidente Vargas;Mucuripe;4;13;30.83;3
2560;Siqueira;Aldeota;6;8;28.41;3
2561;Parque Presidente Vargas;Aldeota;6;2;29.42;3
2562;Siqueira;Meireles;7;13;22.93;3
2563;Genibaú;Mucuripe;4;17;28.49;3
2564;Siqueira;Aldeota;6;24;28.53;3
2565;Genibaú;Meireles;7;20;26.42;3
2566;Genibaú;Aldeota;3;22;27.37;3
2567;Parque Presidente Vargas;Mucuripe;4;11;23.44;3
2568;Siqueira;Meireles;6;7;33.84;3
2569;Siqueira;Meireles;1;4;22.13;3
2570;Parque Presidente Vargas;Meireles;6;12;31.75;3
2571;Canindezinho;Aldeota;7;20;30.35;3
2572;Siqueira;Meireles;1;12;28.07;3
2573;Parque Presidente Vargas;Aldeota;2;13;25.76;3
2574;Parque Presidente Vargas;Aldeota;6;8;25.34;3
2575;Siqueira;Dionísio Torres;6;12;29.38;3
2576;Siqueira;Dionísio Torres;7;22;21.98;3
2577;Genibaú;Dionísio Torres;6;12;33.45;3
2578;Siqueira;Aldeota;7;3;20.79;3
2579;Canindezinho;Meireles;7;18;29.58;3
2580;Parque Presidente Vargas;Meireles;2;8;30.32;3
2581;Parque Presidente Vargas;Aldeota;4;9;35.13;3
2582;Siqueira;Meireles;4;11;32.37;3
2583;Genibaú;Aldeota;6;10;29.59;3
2584;Parque Presidente Vargas;Aldeota;7;8;29.6;3
2585;Siqueira;Aldeota;1;21;20.38;3
2586;Genibaú;Mucuripe;5;17;29.99;3
2587;Genibaú;Mucuripe;5;9;36.4;3
2588;Parque Presidente Vargas;Aldeota;2;18;28.58;3
2589;Siqueira;Meireles;6;14;30.26;3
2590;Siqueira;Dionísio Torres;6;14;35.14;3
2591;Parque Presidente Vargas;Aldeota;5;8;23.44;3
2592;Canindezinho;Dionísio Torres;3;18;30.22;3
2593;Siqueira;Meireles;5;17;29.32;3
2594;Genibaú;Aldeota;4;13;25.71;3
2595;Canindezinho;Meireles;5;7;26.01;3
2596;Canindezinho;Aldeota;2;13;34.79;3
2597;Parque Presidente Vargas;Mucuripe;5;12;27.79;3
2598;Canindezinho;Aldeota;1;18;35.09;3
2599;Parque Presidente Vargas;Dionísio Torres;5;10;33.47;3
2600;Siqueira;Dionísio Torres;7;24;25.06;3
2601;Parque Presidente Vargas;Meireles;2;17;33.78;3
2602;Parque Presidente Vargas;Aldeota;2;12;30.63;3
2603;Genibaú;Dionísio Torres;3;7;32.72;3
2604;Siqueira;Meireles;6;21;25.8;3
2605;Genibaú;Meireles;1;5;29.78;3
2606;Genibaú;Dionísio Torres;6;7;30.8;3
2607;Siqueira;Aldeota;6;17;28.78;3
2608;Canindezinho;Aldeota;7;10;35.25;3
2609;Parque Presidente Vargas;Aldeota;7;18;31.97;3
2610;Genibaú;Dionísio Torres;3;4;28.98;3
2611;Canindezinho;Mucuripe;5;9;25.22;3
2612;Canindezinho;Mucuripe;3;8;34.27;3
2613;Canindezinho;Dionísio Torres;1;0;22.84;3
2614;Genibaú;Meireles;7;17;27.2;3
2615;Parque Presidente Vargas;Dionísio Torres;4;11;23.1;3
2616;Canindezinho;Mucuripe;5;7;26.17;3
2617;Canindezinho;Meireles;2;22;21.96;3
2618;Genibaú;Meireles;2;7;30.24;3
2619;Genibaú;Aldeota;3;12;24.71;3
2620;Canindezinho;Meireles;6;23;27.61;3
2621;Canindezinho;Mucuripe;7;23;34;3
2622;Canindezinho;Aldeota;5;19;34.99;3
2623;Parque Presidente Vargas;Meireles;4;9;29.75;3
2624;Parque Presidente Vargas;Aldeota;1;8;33.36;3
2625;Parque Presidente Vargas;Mucuripe;4;10;23.28;3
2626;Siqueira;Meireles;1;22;21.05;3
2627;Siqueira;Dionísio Torres;7;19;29.96;3
2628;Parque Presidente Vargas;Mucuripe;2;19;25.93;3
2629;Canindezinho;Dionísio Torres;6;9;28.76;3
2630;Canindezinho;Aldeota;5;23;29.68;3
2631;Parque Presidente Vargas;Meireles;1;6;22.05;3
2632;Genibaú;Mucuripe;1;1;31.38;3
2633;Parque Presidente Vargas;Dionísio Torres;5;13;34.87;3
2634;Canindezinho;Mucuripe;6;0;23.15;3
2635;Genibaú;Dionísio Torres;1;19;25.67;3
2636;Parque Presidente Vargas;Meireles;2;14;30.45;3
2637;Siqueira;Meireles;5;9;36.06;3
2638;Siqueira;Mucuripe;7;20;28.13;3
2639;Siqueira;Mucuripe;6;2;29.1;3
2640;Parque Presidente Vargas;Mucuripe;5;8;32.02;3
2641;Canindezinho;Dionísio Torres;5;9;37.11;3
2642;Genibaú;Meireles;3;9;34.81;3
2643;Siqueira;Aldeota;2;8;31.05;3
2644;Canindezinho;Dionísio Torres;4;17;28.84;3
2645;Genibaú;Meireles;5;24;24.81;3
2646;Parque Presidente Vargas;Mucuripe;4;10;24.54;3
2647;Genibaú;Dionísio Torres;6;7;32.32;3
2648;Canindezinho;Dionísio Torres;2;19;35.71;3
2649;Canindezinho;Meireles;5;8;33.47;3
2650;Canindezinho;Mucuripe;3;14;29.4;3
2651;Parque Presidente Vargas;Aldeota;5;24;30.7;3
2652;Siqueira;Aldeota;3;11;34.87;3
2653;Parque Presidente Vargas;Dionísio Torres;6;11;22.89;3
2654;Siqueira;Mucuripe;6;20;29.99;3
2655;Siqueira;Mucuripe;7;5;24.5;3
2656;Genibaú;Dionísio Torres;1;0;27.01;3
2657;Canindezinho;Meireles;6;19;29.63;3
2658;Genibaú;Aldeota;7;1;28.06;3
2659;Siqueira;Mucuripe;2;23;22;3
2660;Genibaú;Aldeota;6;9;32.12;3
2661;Siqueira;Dionísio Torres;4;20;21.59;3
2662;Parque Presidente Vargas;Dionísio Torres;3;20;32.56;3
2663;Parque Presidente Vargas;Dionísio Torres;3;10;31.92;3
2664;Genibaú;Mucuripe;3;19;36.57;3
2665;Genibaú;Aldeota;4;19;25.09;3
2666;Parque Presidente Vargas;Aldeota;3;12;32.68;3
2667;Parque Presidente Vargas;Dionísio Torres;1;13;32.37;3
2668;Siqueira;Mucuripe;4;9;36.21;3
2669;Parque Presidente Vargas;Aldeota;6;18;34.2;3
2670;Canindezinho;Mucuripe;3;20;31.99;3
2671;Canindezinho;Aldeota;5;12;23.25;3
2672;Genibaú;Dionísio Torres;3;20;32.5;3
2673;Siqueira;Aldeota;3;17;31.37;3
2674;Genibaú;Aldeota;1;24;26.05;3
2675;Parque Presidente Vargas;Mucuripe;4;15;27.3;3
2676;Genibaú;Aldeota;6;8;29.75;3
2677;Siqueira;Dionísio Torres;1;5;25.87;3
2678;Parque Presidente Vargas;Aldeota;6;11;34.33;3
2679;Siqueira;Mucuripe;6;20;27.4;3
2680;Parque Presidente Vargas;Dionísio Torres;2;12;29.92;3
2681;Canindezinho;Aldeota;4;12;25.55;3
2682;Parque Presidente Vargas;Mucuripe;2;24;30.26;3
2683;Canindezinho;Mucuripe;2;24;24.49;3
2684;Genibaú;Aldeota;4;14;34.57;3
2685;Parque Presidente Vargas;Meireles;3;20;26.18;3
2686;Canindezinho;Meireles;6;23;33.37;3
2687;Siqueira;Aldeota;1;5;30.42;3
2688;Parque Presidente Vargas;Meireles;3;17;32.04;3
2689;Siqueira;Mucuripe;7;1;25.7;3
2690;Siqueira;Meireles;2;12;24.94;3
2691;Parque Presidente Vargas;Meireles;6;21;24.06;3
2692;Siqueira;Meireles;6;10;34.65;3
2693;Parque Presidente Vargas;Mucuripe;4;10;29.24;3
2694;Canindezinho;Meireles;4;20;30.35;3
2695;Canindezinho;Aldeota;6;7;23.82;3
2696;Siqueira;Mucuripe;4;19;23.88;3
2697;Genibaú;Mucuripe;2;8;33.08;3
2698;Parque Presidente Vargas;Aldeota;3;18;30.91;3
2699;Parque Presidente Vargas;Meireles;6;13;32.42;3
2700;Genibaú;Aldeota;6;17;36.96;3
2701;Genibaú;Aldeota;1;19;33.61;3
2702;Parque Presidente Vargas;Meireles;5;19;25.73;3
2703;Canindezinho;Meireles;3;20;23.49;3
2704;Canindezinho;Meireles;6;14;34.16;3
2705;Parque Presidente Vargas;Aldeota;3;23;27.64;3
2706;Parque Presidente Vargas;Dionísio Torres;1;19;33.68;3
2707;Genibaú;Aldeota;6;8;35.62;3
2708;Parque Presidente Vargas;Dionísio Torres;1;7;26.9;3
2709;Canindezinho;Dionísio Torres;7;14;33.06;3
2710;Parque Presidente Vargas;Mucuripe;3;17;33.26;3
2711;Genibaú;Dionísio Torres;3;23;31.42;3
2712;Parque Presidente Vargas;Meireles;3;20;21.39;3
2713;Siqueira;Dionísio Torres;7;6;21.72;3
2714;Canindezinho;Aldeota;1;9;37.55;3
2715;Parque Presidente Vargas;Dionísio Torres;3;8;23.8;3
2716;Siqueira;Mucuripe;7;21;22.44;3
2717;Parque Presidente Vargas;Meireles;4;14;28.31;3
2718;Siqueira;Mucuripe;6;11;27.34;3
2719;Genibaú;Aldeota;5;13;24.71;3
2720;Canindezinho;Dionísio Torres;7;1;24.52;3
2721;Genibaú;Meireles;6;9;32.01;3
2722;Canindezinho;Meireles;1;11;31.08;3
2723;Canindezinho;Dionísio Torres;5;19;33.62;3
2724;Canindezinho;Mucuripe;7;6;29.84;3
2725;Parque Presidente Vargas;Mucuripe;5;23;21.68;3
2726;Siqueira;Aldeota;5;19;25.38;3
2727;Genibaú;Dionísio Torres;2;13;30.24;3
2728;Siqueira;Aldeota;7;5;22.12;3
2729;Genibaú;Dionísio Torres;4;13;34.39;3
2730;Parque Presidente Vargas;Meireles;3;22;31.9;3
2731;Canindezinho;Meireles;7;23;30.99;3
2732;Canindezinho;Aldeota;4;11;22.53;3
2733;Parque Presidente Vargas;Aldeota;4;13;23.45;3
2734;Siqueira;Meireles;7;1;34.1;3
2735;Canindezinho;Mucuripe;4;2;23.15;3
2736;Siqueira;Aldeota;7;1;23.79;3
2737;Parque Presidente Vargas;Aldeota;4;24;24.15;3
2738;Genibaú;Dionísio Torres;1;22;30.01;3
2739;Parque Presidente Vargas;Aldeota;6;9;36.3;3
2740;Siqueira;Aldeota;4;17;27.64;3
2741;Parque Presidente Vargas;Meireles;7;24;28.58;3
2742;Parque Presidente Vargas;Dionísio Torres;1;0;33.39;3
2743;Parque Presidente Vargas;Aldeota;7;23;33.15;3
2744;Canindezinho;Dionísio Torres;6;13;28.5;3
2745;Genibaú;Mucuripe;3;9;33.3;3
2746;Siqueira;Meireles;2;22;32.8;3
2747;Parque Presidente Vargas;Aldeota;1;16;35.48;3
2748;Siqueira;Meireles;4;17;37.07;3
2749;Siqueira;Aldeota;4;7;26.75;3
2750;Canindezinho;Dionísio Torres;3;12;25.3;3
2751;Parque Presidente Vargas;Aldeota;7;10;27.61;3
2752;Genibaú;Aldeota;6;6;23.34;3
2753;Canindezinho;Meireles;4;14;26.05;3
2754;Parque Presidente Vargas;Aldeota;3;5;28.47;3
2755;Genibaú;Meireles;3;12;26.91;3
2756;Canindezinho;Mucuripe;6;17;36.59;3
2757;Genibaú;Aldeota;5;20;22.48;3
2758;Canindezinho;Meireles;6;8;26.24;3
2759;Canindezinho;Mucuripe;3;7;25.66;3
2760;Parque Presidente Vargas;Dionísio Torres;4;7;24.91;3
2761;Parque Presidente Vargas;Meireles;5;10;31.02;3
2762;Siqueira;Dionísio Torres;6;20;22.13;3
2763;Genibaú;Meireles;7;5;24.68;3
2764;Genibaú;Aldeota;5;24;29.18;3
2765;Siqueira;Aldeota;4;7;34.9;3
2766;Parque Presidente Vargas;Aldeota;5;19;27.3;3
2767;Genibaú;Mucuripe;2;14;22.99;3
2768;Parque Presidente Vargas;Dionísio Torres;2;7;35.2;3
2769;Genibaú;Mucuripe;7;14;23.4;3
2770;Canindezinho;Meireles;7;22;22.82;3
2771;Genibaú;Meireles;5;12;32.01;3
2772;Parque Presidente Vargas;Aldeota;7;9;35.05;3
2773;Genibaú;Dionísio Torres;7;3;31.6;3
2774;Parque Presidente Vargas;Mucuripe;4;10;27.17;3
2775;Canindezinho;Mucuripe;4;19;35.97;3
2776;Parque Presidente Vargas;Aldeota;1;9;23.92;3
2777;Siqueira;Meireles;5;22;27.43;3
2778;Siqueira;Mucuripe;5;14;34.01;3
2779;Siqueira;Mucuripe;7;0;27.48;3
2780;Siqueira;Meireles;2;19;30.06;3
2781;Siqueira;Aldeota;3;10;34.41;3
2782;Canindezinho;Meireles;1;16;31.54;3
